,Gen,Price,Mismatch,LogP,Num_TF,Num_VI,Num_NT,Mean_TF,Mean_VI,Mean_NT,Mean_W,Wealth_TF,Wealth_VI,Wealth_NT,MeanF,Div,RDiv,Rep
58,58,1066.4916592255274,-10.351907029462737,3.0279574632861572,86,11,3,6.244186046511628,16.636363636363637,14.333333333333334,9260.663901343723,10768.213838771771,0.0,0.0,-66.12017200961793,0.9755457061620336,1.692075165509318,38
59,59,1000.4376224711424,26.973222708371413,3.0001900154498906,93,6,1,6.376344086021505,14.5,19.0,8764.220367181657,9423.892867937264,0.0,0.0,-61.6730455253826,0.9748067379852106,-0.22120519604016167,14
60,60,1006.6983245768687,28.620469797753906,3.0028993458264206,97,2,1,6.350515463917525,17.5,17.0,8822.458828264678,9095.318379654307,0.0,0.0,-61.64589476668909,0.9716179366351075,-0.8862734675248087,7
61,61,1094.321764967014,3.871720343459117,3.039145036991512,99,1,0,6.393939393939394,12.0,0.0,9527.26363245721,9623.498618643645,0.0,0.0,-66.73013498393249,0.9756737754247986,1.0836281707199475,3
62,62,1244.8155842428096,-27.989866954952596,3.095105016750603,81,16,3,6.419753086419753,16.25,16.0,10710.872113663336,13223.298905757205,0.0,0.0,-75.59023186677045,0.9802099919322447,1.209301989276312,39
63,63,1078.6017948510828,-4.972043722517583e-06,3.032861138641994,90,9,1,6.444444444444445,15.333333333333334,18.0,9499.21042956967,10554.67825507741,0.0,0.0,-65.41436729437082,0.9793701229029432,-0.2474863707889989,19
64,64,1058.0239931070364,-0.00012395175828672222,3.0244955164286935,94,6,0,6.531914893617022,16.833333333333332,0.0,9340.443981794268,9936.642533823688,0.0,0.0,-63.642193887133516,0.9833719566180088,1.0602967793379474,10
65,65,1123.1498942732158,-19.90802371634179,3.0504377205638304,96,3,1,6.458333333333333,13.666666666666666,13.0,9879.69145841599,10291.34526918332,0.0,0.0,-67.40190469977126,0.9868579263790628,0.9171046653785832,6
66,66,1206.6117577398172,11.331311253235064,3.081567552951746,97,2,1,6.484536082474227,15.5,18.0,10568.201148067175,10895.052729966159,0.0,0.0,-72.31182841102326,0.9897771965099227,0.7618603257874073,4
67,67,1308.743911012039,17.129344966146093,3.1168546741176355,99,1,0,6.515151515151516,13.0,0.0,11408.757105997116,11523.997076764765,0.0,0.0,-78.38488072005237,0.9877012633318176,-0.5757046812597104,3
68,68,1469.650780573413,3.4333420616775427,3.167214149654453,99,1,0,6.515151515151516,13.0,0.0,12728.407906665336,12856.97768350034,0.0,0.0,-88.19722105772706,0.9853180060995512,-0.6591937557556168,1
69,69,1646.6711667595303,9.118185972667447e-05,3.216606881064002,99,1,0,6.515151515151516,11.0,0.0,14179.156432314694,14322.380234661308,0.0,0.0,-98.96833538007482,0.9819124423711237,-0.9352450915406009,1
70,70,1857.4583065052793,-18.63846992472986,3.2689190741376413,99,0,1,6.515151515151516,0.0,13.0,15905.10975312977,16065.767427403807,0.0,0.0,-111.82982633444003,0.9825793024393801,0.15889302505649563,1
71,71,2047.8542202029755,16.05169474899931,3.311299037452803,100,0,0,6.55,0.0,0.0,17464.905141507836,17464.905141507836,0.0,0.0,-123.2761495305186,0.9862898399997694,0.9783297310937493,1
72,72,2303.1623902309475,1.9690319765288677,3.3623245600636142,100,0,0,6.55,0.0,0.0,19553.798285809746,19553.798285809746,0.0,0.0,-138.8145628682662,0.981693849528219,-1.2536794928844426,0
73,73,2577.957189948368,5.310105916232288,3.411275701099787,100,0,0,6.55,0.0,0.0,21801.4628527821,21801.4628527821,0.0,0.0,-155.48524851976657,0.9884511487690772,1.8003599866139857,0
74,74,2893.8703966521894,-4.4411609261647556,3.461479077135759,78,19,3,6.576923076923077,15.473684210526315,16.333333333333332,24346.291737444346,31213.19453518506,0.0,0.0,-174.39157152189583,0.9965878794350542,2.1571375412908065,40
